Project Gutenberg Kids Books,Languages,,,,,,,,,,,,,,,
https://www.gutenberg.org/wiki/Children%27s_Literature_(Bookshelf),da,de,el,en,eo,es,fi,fr,hu,it,la,nl,pt,sv,tl,zh
,,10354,,,,29576,41449,35969,,47051,,55662,,,,
,,21031,,,,38124,23628,12749,,46748,,36317,,,,
,,9084,,,,50341,38221,39901,,30605,,23812,,,,
,,7185,,,,15725,57874,8712,,28993,,16881,,,,
,,7943,,,,55038,51747,47301,,29872,,17593,,,,
,,21158,,,,54386,51892,54020,,42503,,31052,,,,
,,31294,,,,48940,50288,30604,,46568,,20167,,,,
,,35181,,,,15421,55530,52829,,38012,,24115,,,,
,,48211,,,,53927,21026,51162,,11685,,45876,,,,
,,53060,,,,25687,20344,34560,,9642,,30735,,,,
,,50627,,,,15127,54511,13857,,28403,,48239,,,,
,,20589,,,,51020,49939,5644,,36062,,42262,,,,
,,41585,,,,56301,52537,16421,,49429,,48238,,,,
,,48312,,,,14311,58258,28534,,50305,,21946,,,,
,,38395,,,,49376,53913,30067,,42883,,18308,,,,
,,45861,,,,14308,52690,36742,,48542,,31753,,,,
,,2187,,,,29901,58143,24300,,45217,,34154,,,,
,,23932,,,,49354,14035,4567,,58341,,28715,,,,
,,57044,,,,8870,46758,17518,,47565,,28868,,,,
,,38239,,,,15027,42966,17344,,28785,,23883,,,,
,,58306,,,,55812,46929,15433,,54603,,19546,,,,
,,51147,,,,58261,52187,47124,,57940,,45707,,,,
,,8392,,,,51029,46393,54421,,38012,,28866,,,,
,,45672,,,,53330,47034,21544,,46495,,51052,,,,
,,49250,,,,56283,55515,11176,,49133,,24009,,,,
,,32034,,,,57263,15314,38996,,50644,,20794,,,,
,,30165,,,,44112,58374,38118,,49231,,53367,,,,
,,49992,,,,16119,16071,52990,,47051,,53612,,,,
,,39553,,,,14236,54408,30021,,38218,,27846,,,,
,,50681,,,,49258,18433,34456,,45948,,42861,,,,
,,56192,,,,15725,19629,36482,,10156,,55900,,,,
,,56156,,,,53742,43104,13795,,34639,,18976,,,,
,,49210,,,,11047,43258,26375,,42316,,13317,,,,
,,31614,,,,49756,15499,34648,,46997,,13326,,,,
,,36349,,,,21831,58297,49355,,17440,,18429,,,,
,,24043,,,,42321,48939,4936,,36792,,8099,,,,
,,41197,,,,46496,35292,35064,,36326,,29661,,,,
,,48425,,,,50351,56108,23917,,11684,,39146,,,,
,,15070,,,,25807,24743,49813,,42271,,48037,,,,
,,6648,,,,58059,50652,41336,,21420,,20056,,,,
,,43613,,,,44112,47159,38271,,34518,,57959,,,,
,,3297,,,,27121,55205,42659,,49066,,16725,,,,
,,4079,,,,54282,48629,39555,,47666,,44940,,,,
,,26722,,,,34731,38908,54551,,46211,,18130,,,,
,,23134,,,,29677,56497,27807,,43948,,52316,,,,
,,43733,,,,43861,53221,17372,,42335,,24481,,,,
,,47465,,,,25317,55835,26825,,27590,,11208,,,,
,,37202,,,,16372,15676,52520,,37849,,18072,,,,
,,58607,,,,27064,54242,41992,,41088,,42260,,,,
,,12267,,,,43030,37689,38002,,58372,,25089,,,,
,,50683,,,,55215,59117,43441,,47786,,39146,,,,
,,8568,,,,57550,48564,38996,,46941,,29960,,,,
,,6645,,,,47572,23342,16816,,49963,,23238,,,,
,,19794,,,,48092,58087,13456,,51528,,41060,,,,
,,56281,,,,21144,55271,17691,,42929,,41238,,,,
,,43438,,,,39312,53201,45969,,57780,,38920,,,,
,,54391,,,,21143,48784,18313,,42294,,41364,,,,
,,47070,,,,56624,36190,30638,,29873,,41503,,,,
,,19778,,,,44112,38322,42836,,17671,,16063,,,,
,,55163,,,,17430,56446,32621,,37934,,28029,,,,
,,48340,,,,41575,13445,30702,,1012,,19786,,,,
,,41523,,,,29061,51818,19954,,19442,,19072,,,,
,,51386,,,,40827,17924,12727,,46875,,20331,,,,
,,47941,,,,17340,38924,17516,,43459,,6748,,,,
,,39575,,,,48670,34241,30484,,39239,,29144,,,,
,,6831,,,,9980,35970,49408,,16980,,52075,,,,
,,25157,,,,29506,52446,33414,,28888,,54412,,,,
,,56214,,,,36573,52337,12949,,50641,,19712,,,,
,,43332,,,,15046,29182,44906,,19524,,44940,,,,
,,9066,,,,29497,55043,16849,,16920,,33332,,,,
,,39126,,,,42727,50266,18455,,30663,,41312,,,,
,,24571,,,,27035,47005,15459,,44067,,28963,,,,
,,48127,,,,35407,51447,20894,,47667,,15236,,,,
,,16264,,,,39579,34090,41039,,42198,,37014,,,,
,,2407,,,,29770,12780,17258,,46663,,36381,,,,
,,41367,,,,44112,26773,16814,,10156,,38522,,,,
,,17143,,,,49063,46488,16988,,19688,,19698,,,,
,,42900,,,,57303,58156,43761,,28317,,30658,,,,
,,45808,,,,17406,42404,46527,,22025,,21954,,,,
,,31216,,,,53003,23151,17123,,25182,,43228,,,,
,,47140,,,,40724,45186,44181,,6938,,39035,,,,
,,12927,,,,45834,56333,22039,,30725,,18363,,,,
,,53845,,,,46279,45897,16818,,56500,,23018,,,,
,,34695,,,,53405,52418,15847,,17889,,14560,,,,
,,50480,,,,53743,56496,56997,,29845,,58515,,,,
,,33090,,,,36558,45562,23848,,19426,,27664,,,,
,,18463,,,,56454,16490,12332,,27156,,13999,,,,
,,29464,,,,27048,50709,20824,,58479,,48413,,,,
,,18471,,,,15757,54998,43309,,39988,,20167,,,,
,,48148,,,,44112,44687,4771,,50306,,45826,,,,
,,35806,,,,45835,51602,13284,,34983,,18406,,,,
,,28865,,,,16110,57084,8561,,45225,,28866,,,,
,,32766,,,,20738,50407,22268,,27359,,40228,,,,
,,15068,,,,47052,53789,22429,,51462,,45943,,,,
,,46840,,,,52894,52306,13230,,45902,,33720,,,,
,,33864,,,,53207,55293,11589,,51706,,14178,,,,
,,21658,,,,44112,16483,35404,,46726,,43105,,,,
,,55027,,,,45832,15085,47740,,47565,,17304,,,,
,,39669,,,,53552,40876,44958,,26961,,39146,,,,
,,15995,,,,43033,23890,39314,,46296,,19305,,,,
,,607,,,,40066,42349,22552,,12446,,16102,,,,
,,49503,,,,12501,20339,12602,,39704,,19072,,,,
,,28664,,,,15725,48415,57584,,17876,,16830,,,,
,,20977,,,,54228,26188,16021,,54787,,16842,,,,
,,50216,,,,21906,57657,22918,,33954,,52479,,,,
,,19638,,,,44305,54517,26891,,49394,,18516,,,,
,,2887,,,,23206,53593,57747,,47294,,27961,,,,
,,21349,,,,17223,47653,13704,,19894,,17523,,,,
,,45460,,,,15531,53265,40193,,19059,,25138,,,,
,,9495,,,,55917,55085,38362,,45222,,33308,,,,
,,30005,,,,53405,15104,17662,,58505,,47064,,,,
,,51221,,,,47184,54582,29049,,40820,,34260,,,,
,,59088,,,,49259,53229,30638,,6938,,53926,,,,
,,2146,,,,45836,18393,27281,,41257,,15403,,,,
,,58520,,,,40827,52678,37604,,36063,,8804,,,,
,,12921,,,,24917,14569,55639,,16952,,20876,,,,
,,39276,,,,57505,56114,26810,,43022,,44510,,,,
,,47710,,,,50526,47877,29302,,42608,,34643,,,,
,,417,,,,28106,37902,13592,,56947,,40351,,,,
,,52013,,,,13210,48660,39637,,34519,,15497,,,,
,,44051,,,,42065,55393,15032,,43183,,57245,,,,
,,48425,,,,32364,57386,20790,,22505,,33254,,,,
,,51333,,,,44512,48412,28623,,33782,,33254,,,,
,,50529,,,,44112,38278,42924,,17907,,33332,,,,
,,54263,,,,45171,56193,24257,,38259,,41238,,,,
,,6110,,,,54436,56274,31022,,34642,,15163,,,,
,,23978,,,,39647,50563,56708,,31702,,13867,,,,
,,51303,,,,12368,56731,17809,,42253,,48178,,,,
,,58342,,,,47057,10927,26648,,28371,,28085,,,,
,,48086,,,,21144,56491,19152,,21423,,36973,,,,
,,48090,,,,53429,34514,34432,,45126,,27803,,,,
,,8923,,,,10262,59105,18312,,31002,,27652,,,,
,,53912,,,,10255,17788,29985,,51706,,44086,,,,
,,55770,,,,43401,24796,37051,,17834,,58487,,,,
,,28751,,,,46182,47155,33315,,38509,,36319,,,,
,,49088,,,,53718,52677,33692,,56958,,23309,,,,
,,55914,,,,53413,53051,17345,,32264,,55834,,,,
,,47174,,,,52093,51419,49004,,45218,,42260,,,,
,,57367,,,,49914,55537,12752,,41377,,21946,,,,
,,34222,,,,54064,55441,44199,,17905,,37093,,,,
,,46255,,,,16319,54204,31433,,44893,,41287,,,,
,,58520,,,,53421,50871,36352,,38720,,18072,,,,
,,6726,,,,40827,14650,47919,,26453,,48554,,,,
,,9325,,,,39948,57571,21966,,10278,,32306,,,,
,,48902,,,,29803,44339,47623,,20061,,25138,,,,
,,50299,,,,28212,51159,26101,,26169,,18406,,,,
,,32763,,,,52894,20148,20974,,17440,,27487,,,,
,,24176,,,,57648,58389,50926,,48131,,56561,,,,
,,49024,,,,12274,53505,35908,,46225,,29208,,,,
,,47797,,,,51711,54842,31746,,48206,,29814,,,,
,,52492,,,,49437,52277,58251,,58479,,27945,,,,
,,46657,,,,27295,20227,36025,,32441,,59119,,,,
,,58145,,,,31013,49147,29956,,40326,,27721,,,,
,,40261,,,,49433,27290,17675,,49759,,23309,,,,
,,35435,,,,53355,25881,28603,,,,58563,,,,
,,57872,,,,29014,45378,12665,,,,55834,,,,
,,23243,,,,47346,54264,10685,,,,18363,,,,
,,20051,,,,44112,20252,51505,,,,18877,,,,
,,37940,,,,45508,13874,37762,,,,26594,,,,
,,53757,,,,25074,14434,34693,,,,54118,,,,
,,36217,,,,48651,49666,17605,,,,47933,,,,
,,15995,,,,45151,17486,57584,,,,24983,,,,
,,9178,,,,50526,50830,35754,,,,19585,,,,
,,51359,,,,41106,36652,27976,,,,21878,,,,
,,52725,,,,45829,55469,46111,,,,37023,,,,
,,37377,,,,25687,55655,43784,,,,28581,,,,
,,58300,,,,26506,51172,22572,,,,29369,,,,
,,6505,,,,44112,34033,42463,,,,12822,,,,
,,49159,,,,19496,52953,56918,,,,11467,,,,
,,47465,,,,57303,50333,57832,,,,22686,,,,
,,12113,,,,32315,20621,18081,,,,26349,,,,
,,56392,,,,49470,44674,12488,,,,24512,,,,
,,47440,,,,31544,38272,35657,,,,56282,,,,
,,38707,,,,,57146,12459,,,,56760,,,,
,,45009,,,,,15897,10764,,,,10664,,,,
,,44647,,,,,53665,43760,,,,21800,,,,
,,20050,,,,,12757,57454,,,,31198,,,,
,,55914,,,,,18303,13855,,,,14401,,,,
,,5740,,,,,57170,14247,,,,18305,,,,
,,3209,,,,,55866,30906,,,,19072,,,,
,,41318,,,,,29330,11650,,,,25843,,,,
,,45916,,,,,41494,57584,,,,19865,,,,
,,48322,,,,,29520,14259,,,,27397,,,,
,,48262,,,,,14386,18718,,,,18389,,,,
,,6496,,,,,57571,31725,,,,34261,,,,
,,43759,,,,,55936,53147,,,,19591,,,,
,,39623,,,,,57146,35390,,,,19086,,,,
,,33328,,,,,53714,51312,,,,26148,,,,
,,57915,,,,,25806,20966,,,,10512,,,,
,,45404,,,,,30928,15312,,,,18363,,,,
,,8565,,,,,47660,18294,,,,27846,,,,
,,51929,,,,,38988,42292,,,,29627,,,,
,,49250,,,,,56901,30521,,,,33993,,,,
,,53217,,,,,48623,57747,,,,19072,,,,
,,39938,,,,,15009,19187,,,,22562,,,,
,,47033,,,,,48415,26531,,,,23083,,,,
,,6832,,,,,56548,57656,,,,56706,,,,
,,44611,,,,,57378,52592,,,,45017,,,,
,,49268,,,,,52004,23444,,,,14063,,,,
,,43335,,,,,17912,47712,,,,33284,,,,
,,53100,,,,,34789,17708,,,,19786,,,,
,,10426,,,,,45509,26435,,,,28525,,,,
,,27973,,,,,52313,22068,,,,19072,,,,
,,30753,,,,,47154,57584,,,,57959,,,,
,,55171,,,,,22006,44713,,,,56138,,,,
,,12273,,,,,47863,38867,,,,39404,,,,
,,35230,,,,,53984,13431,,,,56000,,,,
,,57807,,,,,19918,25707,,,,41364,,,,
,,51276,,,,,34958,55259,,,,35741,,,,
,,21147,,,,,20854,22813,,,,20706,,,,
,,54640,,,,,21026,18920,,,,20129,,,,
,,9200,,,,,50686,44300,,,,21800,,,,
,,3221,,,,,52698,34382,,,,48088,,,,
,,57765,,,,,55520,9894,,,,27490,,,,
,,16880,,,,,43679,6497,,,,29967,,,,
,,39575,,,,,55698,14790,,,,14210,,,,
,,35603,,,,,20573,13743,,,,33719,,,,
,,24429,,,,,13745,14693,,,,47327,,,,
,,27206,,,,,51348,35267,,,,42260,,,,
,,30793,,,,,13164,23285,,,,48216,,,,
,,38518,,,,,55664,26894,,,,39191,,,,
,,52352,,,,,21631,23463,,,,36381,,,,
,,22761,,,,,17092,44473,,,,27652,,,,
,,10428,,,,,16262,56990,,,,42261,,,,
,,52353,,,,,14894,47324,,,,14648,,,,
,,48557,,,,,52926,20394,,,,14190,,,,
,,44537,,,,,55579,43686,,,,17637,,,,
,,56367,,,,,13769,24861,,,,13959,,,,
,,31284,,,,,53029,16239,,,,29320,,,,
,,52083,,,,,22828,48519,,,,37093,,,,
,,27775,,,,,53364,13793,,,,29075,,,,
,,14028,,,,,16314,54339,,,,24630,,,,
,,54691,,,,,49752,38996,,,,14177,,,,
,,57346,,,,,17651,20773,,,,29359,,,,
,,47412,,,,,50804,44260,,,,58054,,,,
,,20313,,,,,53379,56390,,,,17822,,,,
,,48476,,,,,23461,26352,,,,42867,,,,
,,36813,,,,,48387,49761,,,,8097,,,,
,,35795,,,,,30790,11450,,,,15038,,,,
,,3217,,,,,44831,37183,,,,27628,,,,
,,30084,,,,,50303,17676,,,,16725,,,,
,,41883,,,,,49040,39884,,,,54015,,,,
,,29006,,,,,53150,18027,,,,29507,,,,
,,52144,,,,,49541,7854,,,,14043,,,,
,,52330,,,,,59027,41364,,,,19054,,,,
,,42213,,,,,57012,52829,,,,51138,,,,
,,7323,,,,,57145,26812,,,,57073,,,,
,,57293,,,,,51447,30517,,,,10975,,,,
,,49971,,,,,53615,9261,,,,17659,,,,
,,35636,,,,,53329,17231,,,,11355,,,,
,,51223,,,,,26786,16876,,,,29490,,,,
,,19789,,,,,57220,56309,,,,11899,,,,
,,13661,,,,,52234,12620,,,,27555,,,,
,,49134,,,,,50348,18738,,,,45696,,,,
,,55565,,,,,51884,44157,,,,19544,,,,
,,22493,,,,,54044,42497,,,,42263,,,,
,,56110,,,,,46133,14905,,,,18976,,,,
,,54353,,,,,17651,14082,,,,11285,,,,
,,37579,,,,,53221,44723,,,,14281,,,,
,,53973,,,,,16652,28788,,,,28872,,,,
,,53731,,,,,51283,41211,,,,28224,,,,
,,30331,,,,,18711,42021,,,,23759,,,,
,,31850,,,,,51573,57584,,,,41379,,,,
,,3224,,,,,15969,38400,,,,25871,,,,
,,49210,,,,,47540,57429,,,,37442,,,,
,,2314,,,,,54543,18490,,,,55794,,,,
,,48886,,,,,55937,19455,,,,19161,,,,
,,39809,,,,,34958,38225,,,,23676,,,,
,,16264,,,,,47320,44160,,,,38669,,,,
,,43891,,,,,55873,25575,,,,16063,,,,
,,20412,,,,,20284,35938,,,,27658,,,,
,,52359,,,,,27899,42675,,,,38980,,,,
,,21917,,,,,57012,18112,,,,28560,,,,
,,55462,,,,,36408,17623,,,,43388,,,,
,,6638,,,,,24969,18262,,,,16832,,,,
,,57952,,,,,48629,19756,,,,47716,,,,
,,45488,,,,,54307,57419,,,,50771,,,,
,,9802,,,,,47257,14071,,,,56702,,,,
,,56192,,,,,49541,26765,,,,36180,,,,
,,39562,,,,,34798,38734,,,,17637,,,,
,,43392,,,,,48202,52487,,,,13802,,,,
,,22627,,,,,42609,38089,,,,44863,,,,
,,5740,,,,,55913,44156,,,,17526,,,,
,,46624,,,,,52021,18623,,,,28469,,,,
,,48148,,,,,49025,20703,,,,17337,,,,
,,8895,,,,,55083,20623,,,,38919,,,,
,,48075,,,,,53659,30696,,,,26100,,,,
,,15213,,,,,26559,20720,,,,18066,,,,
,,55888,,,,,37875,20950,,,,50733,,,,
,,16264,,,,,42244,9892,,,,41429,,,,
,,8927,,,,,47325,44236,,,,26299,,,,
,,55999,,,,,51431,28082,,,,28005,,,,
,,12921,,,,,49825,14286,,,,51763,,,,
,,37763,,,,,52035,48011,,,,40169,,,,
,,23787,,,,,14983,13036,,,,23437,,,,
,,54849,,,,,24511,56518,,,,18363,,,,
,,33003,,,,,20501,41364,,,,17549,,,,
,,19790,,,,,52109,18923,,,,19072,,,,
,,24266,,,,,54158,41123,,,,40809,,,,
,,47189,,,,,53703,43004,,,,54785,,,,
,,56981,,,,,50632,13013,,,,44203,,,,
,,29957,,,,,43430,15804,,,,42433,,,,
,,11306,,,,,45056,44255,,,,31030,,,,
,,58782,,,,,46502,42637,,,,11288,,,,
,,44049,,,,,55029,53640,,,,57593,,,,
,,8999,,,,,17674,22558,,,,19072,,,,
,,49148,,,,,55198,46111,,,,37869,,,,
,,16264,,,,,47441,52331,,,,29044,,,,
,,50293,,,,,46518,29538,,,,31239,,,,
,,55345,,,,,47946,15556,,,,18429,,,,
,,52556,,,,,51270,57584,,,,36839,,,,
,,21149,,,,,50871,50211,,,,58311,,,,
,,54832,,,,,25806,54035,,,,36194,,,,
,,27446,,,,,48017,27144,,,,44084,,,,
,,47472,,,,,53137,56645,,,,12003,,,,
,,28243,,,,,53392,54972,,,,48238,,,,
,,43687,,,,,50517,23566,,,,50363,,,,
,,29796,,,,,51543,30915,,,,17527,,,,
,,46831,,,,,48764,24809,,,,14198,,,,
,,44737,,,,,49702,14912,,,,23676,,,,
,,34806,,,,,52470,30784,,,,53393,,,,
,,55187,,,,,43610,35876,,,,57593,,,,
,,56156,,,,,48460,27132,,,,36381,,,,
,,39619,,,,,52403,25755,,,,49880,,,,
,,55014,,,,,50303,50718,,,,11739,,,,
,,44424,,,,,51394,53497,,,,13585,,,,
,,6724,,,,,14435,22078,,,,25343,,,,
,,22123,,,,,14433,51266,,,,41239,,,,
,,48569,,,,,40976,39738,,,,44510,,,,
,,44136,,,,,54095,58362,,,,38522,,,,
,,48374,,,,,16837,26432,,,,21945,,,,
,,38336,,,,,44840,801,,,,30049,,,,
,,6342,,,,,47203,41099,,,,20957,,,,
,,40327,,,,,38221,26710,,,,53596,,,,
,,31170,,,,,54592,41251,,,,27309,,,,
,,2404,,,,,37768,57655,,,,28068,,,,
,,12636,,,,,39099,53399,,,,56706,,,,
,,9327,,,,,43215,50267,,,,30473,,,,
,,54248,,,,,53444,35446,,,,24467,,,,
,,21917,,,,,50199,47255,,,,58563,,,,
,,40601,,,,,50214,39363,,,,43919,,,,
,,52985,,,,,23237,57584,,,,22722,,,,
,,8085,,,,,55349,54972,,,,21922,,,,
,,53662,,,,,25331,12862,,,,54175,,,,
,,7276,,,,,54450,32798,,,,48956,,,,
,,59059,,,,,54511,51237,,,,18363,,,,
,,23393,,,,,49834,17808,,,,26143,,,,
,,24017,,,,,52918,35315,,,,34784,,,,
,,58683,,,,,16395,43632,,,,47716,,,,
,,45544,,,,,39182,27278,,,,27927,,,,
,,40787,,,,,12824,31032,,,,19741,,,,
,,44537,,,,,53660,53523,,,,48386,,,,
,,13452,,,,,45448,11596,,,,45392,,,,
,,39174,,,,,49120,28604,,,,27846,,,,
,,17379,,,,,44218,37526,,,,24386,,,,
,,31733,,,,,51602,44098,,,,22868,,,,
,,47700,,,,,18303,27191,,,,38667,,,,
,,49159,,,,,51157,40456,,,,28560,,,,
,,19530,,,,,45127,56708,,,,54175,,,,
,,44197,,,,,52689,29825,,,,14830,,,,
,,17362,,,,,18870,29755,,,,24090,,,,
,,20944,,,,,46071,9893,,,,48025,,,,
,,48464,,,,,38260,14285,,,,13591,,,,
,,7068,,,,,38473,1910,,,,44513,,,,
,,43903,,,,,26636,54183,,,,37093,,,,
,,44238,,,,,52975,35840,,,,17537,,,,
,,30883,,,,,55890,4559,,,,38919,,,,
,,19971,,,,,53745,25694,,,,51345,,,,
,,34833,,,,,56055,29985,,,,53476,,,,
,,50296,,,,,53585,46470,,,,10514,,,,
,,31834,,,,,43850,28227,,,,18976,,,,
,,49593,,,,,37885,39876,,,,37316,,,,
,,57928,,,,,53050,22039,,,,30473,,,,
,,7810,,,,,33495,38706,,,,43953,,,,
,,39792,,,,,55248,27774,,,,48109,,,,
,,46453,,,,,54556,28217,,,,34644,,,,
,,49501,,,,,49600,22760,,,,22580,,,,
,,15891,,,,,45448,13523,,,,57245,,,,
,,46593,,,,,56370,26571,,,,29490,,,,
,,58949,,,,,55322,39555,,,,24468,,,,
,,55033,,,,,55972,14159,,,,39177,,,,
,,53218,,,,,53107,43823,,,,28866,,,,
,,30814,,,,,52994,12979,,,,,,,,
,,43932,,,,,46277,54002,,,,,,,,
,,53344,,,,,52099,30117,,,,,,,,
,,17007,,,,,48489,54873,,,,,,,,
,,49059,,,,,58891,38122,,,,,,,,
,,9623,,,,,58240,44357,,,,,,,,
,,2403,,,,,52711,57584,,,,,,,,
,,33827,,,,,50527,30046,,,,,,,,
,,50128,,,,,58429,10682,,,,,,,,
,,26964,,,,,52999,37473,,,,,,,,
,,44719,,,,,45459,18313,,,,,,,,
,,607,,,,,58788,17509,,,,,,,,
,,44246,,,,,55803,44877,,,,,,,,
,,52373,,,,,50326,26488,,,,,,,,
,,44489,,,,,25052,37634,,,,,,,,
,,46561,,,,,42898,45513,,,,,,,,
,,48127,,,,,11294,15286,,,,,,,,
,,6499,,,,,46611,18215,,,,,,,,
,,10425,,,,,48814,54308,,,,,,,,
,,50101,,,,,47544,35309,,,,,,,,
,,50522,,,,,39046,29772,,,,,,,,
,,33541,,,,,41531,35005,,,,,,,,
,,47193,,,,,54085,29933,,,,,,,,
,,54341,,,,,51934,53321,,,,,,,,
,,2312,,,,,16075,18199,,,,,,,,
,,48322,,,,,9082,51313,,,,,,,,
,,8298,,,,,52883,55700,,,,,,,,
,,49940,,,,,20188,4563,,,,,,,,
,,45965,,,,,50516,51179,,,,,,,,
,,39430,,,,,25518,41968,,,,,,,,
,,56483,,,,,19917,42297,,,,,,,,
,,44243,,,,,48434,38435,,,,,,,,
,,53232,,,,,42453,14805,,,,,,,,
,,51386,,,,,14956,17757,,,,,,,,
,,48148,,,,,47807,38996,,,,,,,,
,,45319,,,,,14292,800,,,,,,,,
,,44830,,,,,52861,20690,,,,,,,,
,,30628,,,,,12382,25276,,,,,,,,
,,56152,,,,,57991,40095,,,,,,,,
,,21349,,,,,56647,31440,,,,,,,,
,,52016,,,,,22649,37052,,,,,,,,
,,47741,,,,,48628,18205,,,,,,,,
,,19163,,,,,12546,46598,,,,,,,,
,,46268,,,,,53437,43787,,,,,,,,
,,8917,,,,,34652,18518,,,,,,,,
,,49218,,,,,52474,13475,,,,,,,,
,,55559,,,,,44825,13807,,,,,,,,
,,417,,,,,38878,35979,,,,,,,,
,,25722,,,,,18694,56474,,,,,,,,
,,49775,,,,,14840,26818,,,,,,,,
,,35230,,,,,49689,51709,,,,,,,,
,,55171,,,,,53593,33856,,,,,,,,
,,41320,,,,,43783,55836,,,,,,,,
,,24413,,,,,36070,21825,,,,,,,,
,,19792,,,,,16374,34231,,,,,,,,
,,51722,,,,,40174,10442,,,,,,,,
,,50285,,,,,53201,16020,,,,,,,,
,,52605,,,,,10863,24924,,,,,,,,
,,41523,,,,,38717,49441,,,,,,,,
,,56641,,,,,43890,55367,,,,,,,,
,,50528,,,,,16072,24768,,,,,,,,
,,26402,,,,,24087,18143,,,,,,,,
,,50344,,,,,42814,16238,,,,,,,,
,,55487,,,,,18568,17335,,,,,,,,
,,42219,,,,,14718,12969,,,,,,,,
,,4504,,,,,17447,28622,,,,,,,,
,,22494,,,,,46340,57584,,,,,,,,
,,55914,,,,,58143,17553,,,,,,,,
,,49464,,,,,48412,56808,,,,,,,,
,,41904,,,,,44793,20415,,,,,,,,
,,20045,,,,,58278,28358,,,,,,,,
,,11677,,,,,53660,53502,,,,,,,,
,,58520,,,,,47622,30514,,,,,,,,
,,33863,,,,,55992,43047,,,,,,,,
,,22627,,,,,39034,15555,,,,,,,,
,,48639,,,,,29267,55423,,,,,,,,
,,48464,,,,,48346,26811,,,,,,,,
,,58780,,,,,49498,34385,,,,,,,,
,,58640,,,,,55909,18312,,,,,,,,
,,44442,,,,,44339,15150,,,,,,,,
,,40314,,,,,49093,39240,,,,,,,,
,,44250,,,,,52536,52288,,,,,,,,
,,31527,,,,,45472,12120,,,,,,,,
,,46928,,,,,20089,13187,,,,,,,,
,,36693,,,,,49939,15295,,,,,,,,
,,52373,,,,,53594,39117,,,,,,,,
,,56641,,,,,11072,17230,,,,,,,,
,,35999,,,,,15499,8692,,,,,,,,
,,12921,,,,,47983,14287,,,,,,,,
,,36997,,,,,52774,28702,,,,,,,,
,,15952,,,,,54927,44157,,,,,,,,
,,24887,,,,,16211,12011,,,,,,,,
,,38930,,,,,16689,53497,,,,,,,,
,,37241,,,,,50527,22386,,,,,,,,
,,19530,,,,,56982,37384,,,,,,,,
,,49738,,,,,36787,28578,,,,,,,,
,,29436,,,,,27708,44762,,,,,,,,
,,9058,,,,,50215,18942,,,,,,,,
,,50120,,,,,52067,25097,,,,,,,,
,,50120,,,,,13565,32056,,,,,,,,
,,52012,,,,,47020,42497,,,,,,,,
,,33266,,,,,14861,46931,,,,,,,,
,,4501,,,,,58142,36447,,,,,,,,
,,33541,,,,,44825,43501,,,,,,,,
,,39624,,,,,57281,35825,,,,,,,,
,,46021,,,,,56172,28788,,,,,,,,
,,46580,,,,,49102,19454,,,,,,,,
,,7206,,,,,23237,45014,,,,,,,,
,,7945,,,,,50720,18724,,,,,,,,
,,23775,,,,,45364,30144,,,,,,,,
,,47467,,,,,53008,18402,,,,,,,,
,,31560,,,,,51316,26763,,,,,,,,
,,417,,,,,45499,11038,,,,,,,,
,,49774,,,,,54844,22575,,,,,,,,
,,22465,,,,,52785,26091,,,,,,,,
,,42337,,,,,54013,42744,,,,,,,,
,,20637,,,,,15010,46687,,,,,,,,
,,22355,,,,,43215,57824,,,,,,,,
,,40222,,,,,52705,51405,,,,,,,,
,,9496,,,,,57572,40855,,,,,,,,
,,51260,,,,,16333,41226,,,,,,,,
,,48140,,,,,52982,18812,,,,,,,,
,,50120,,,,,47409,58532,,,,,,,,
,,7500,,,,,52368,18133,,,,,,,,
,,52171,,,,,49251,46673,,,,,,,,
,,38502,,,,,19439,21792,,,,,,,,
,,58805,,,,,19439,17631,,,,,,,,
,,8126,,,,,16687,18073,,,,,,,,
,,52556,,,,,50918,50930,,,,,,,,
,,4083,,,,,53167,51703,,,,,,,,
,,33017,,,,,54363,16235,,,,,,,,
,,8922,,,,,19088,47345,,,,,,,,
,,47031,,,,,45702,57775,,,,,,,,
,,37071,,,,,44158,38256,,,,,,,,
,,40985,,,,,37247,51591,,,,,,,,
,,6990,,,,,50190,12338,,,,,,,,
,,39667,,,,,17380,55175,,,,,,,,
,,50770,,,,,44372,26436,,,,,,,,
,,18232,,,,,54655,16989,,,,,,,,
,,55026,,,,,8451,19112,,,,,,,,
,,41706,,,,,31638,17632,,,,,,,,
,,54960,,,,,53160,18067,,,,,,,,
,,45798,,,,,48971,36729,,,,,,,,
,,30289,,,,,53484,28081,,,,,,,,
,,4371,,,,,24279,44960,,,,,,,,
,,52370,,,,,53586,24766,,,,,,,,
,,2408,,,,,49193,36909,,,,,,,,
,,28280,,,,,58429,44301,,,,,,,,
,,39441,,,,,46081,52565,,,,,,,,
,,55914,,,,,53633,52611,,,,,,,,
,,7934,,,,,40382,55367,,,,,,,,
,,51230,,,,,49768,16649,,,,,,,,
,,55487,,,,,15501,19021,,,,,,,,
,,27598,,,,,49857,51826,,,,,,,,
,,52359,,,,,41193,39327,,,,,,,,
,,44051,,,,,55050,34351,,,,,,,,
,,14915,,,,,51806,27828,,,,,,,,
,,40564,,,,,47160,37836,,,,,,,,
,,44956,,,,,26559,38996,,,,,,,,
,,55321,,,,,51818,57584,,,,,,,,
